n_teams_remaining,n_players_remaining,n_kills,tr_reference_file,pr_reference_file,k_reference_file,record_timestamp,og_screenshot,top_left,game_number,starting_game,in_lobby,is_loading_screen,leave_game_menu,streamer
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000454pr.jpg,media/stable_numbers/number_crops/loop_0000454k.jpg,2020-09-13 04:43:52.708887,media/stable_numbers/og_screenshots/loop_0000454.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000455pr.jpg,media/stable_numbers/number_crops/loop_0000455k.jpg,2020-09-13 04:43:52.903842,media/stable_numbers/og_screenshots/loop_0000455.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000456pr.jpg,media/stable_numbers/number_crops/loop_0000456k.jpg,2020-09-13 04:43:53.098322,media/stable_numbers/og_screenshots/loop_0000456.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000457pr.jpg,media/stable_numbers/number_crops/loop_0000457k.jpg,2020-09-13 04:43:53.304770,media/stable_numbers/og_screenshots/loop_0000457.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000458pr.jpg,media/stable_numbers/number_crops/loop_0000458k.jpg,2020-09-13 04:43:53.527700,media/stable_numbers/og_screenshots/loop_0000458.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000459pr.jpg,media/stable_numbers/number_crops/loop_0000459k.jpg,2020-09-13 04:43:53.776849,media/stable_numbers/og_screenshots/loop_0000459.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000460pr.jpg,media/stable_numbers/number_crops/loop_0000460k.jpg,2020-09-13 04:43:53.962667,media/stable_numbers/og_screenshots/loop_0000460.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000461pr.jpg,media/stable_numbers/number_crops/loop_0000461k.jpg,2020-09-13 04:43:54.166128,media/stable_numbers/og_screenshots/loop_0000461.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000462pr.jpg,media/stable_numbers/number_crops/loop_0000462k.jpg,2020-09-13 04:43:54.392523,media/stable_numbers/og_screenshots/loop_0000462.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000463pr.jpg,media/stable_numbers/number_crops/loop_0000463k.jpg,2020-09-13 04:43:54.581728,media/stable_numbers/og_screenshots/loop_0000463.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000464pr.jpg,media/stable_numbers/number_crops/loop_0000464k.jpg,2020-09-13 04:43:54.775746,media/stable_numbers/og_screenshots/loop_0000464.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000465pr.jpg,media/stable_numbers/number_crops/loop_0000465k.jpg,2020-09-13 04:43:54.963339,media/stable_numbers/og_screenshots/loop_0000465.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000466pr.jpg,media/stable_numbers/number_crops/loop_0000466k.jpg,2020-09-13 04:43:55.164783,media/stable_numbers/og_screenshots/loop_0000466.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000467pr.jpg,media/stable_numbers/number_crops/loop_0000467k.jpg,2020-09-13 04:43:55.379868,media/stable_numbers/og_screenshots/loop_0000467.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000468pr.jpg,media/stable_numbers/number_crops/loop_0000468k.jpg,2020-09-13 04:43:55.546592,media/stable_numbers/og_screenshots/loop_0000468.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000469pr.jpg,media/stable_numbers/number_crops/loop_0000469k.jpg,2020-09-13 04:43:55.720892,media/stable_numbers/og_screenshots/loop_0000469.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000470pr.jpg,media/stable_numbers/number_crops/loop_0000470k.jpg,2020-09-13 04:43:55.895435,media/stable_numbers/og_screenshots/loop_0000470.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000471pr.jpg,media/stable_numbers/number_crops/loop_0000471k.jpg,2020-09-13 04:43:56.080228,media/stable_numbers/og_screenshots/loop_0000471.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000472pr.jpg,media/stable_numbers/number_crops/loop_0000472k.jpg,2020-09-13 04:43:56.275024,media/stable_numbers/og_screenshots/loop_0000472.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000473pr.jpg,media/stable_numbers/number_crops/loop_0000473k.jpg,2020-09-13 04:43:56.462627,media/stable_numbers/og_screenshots/loop_0000473.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000474pr.jpg,media/stable_numbers/number_crops/loop_0000474k.jpg,2020-09-13 04:43:56.631080,media/stable_numbers/og_screenshots/loop_0000474.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000475pr.jpg,media/stable_numbers/number_crops/loop_0000475k.jpg,2020-09-13 04:43:56.800585,media/stable_numbers/og_screenshots/loop_0000475.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000476pr.jpg,media/stable_numbers/number_crops/loop_0000476k.jpg,2020-09-13 04:43:56.988970,media/stable_numbers/og_screenshots/loop_0000476.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000477pr.jpg,media/stable_numbers/number_crops/loop_0000477k.jpg,2020-09-13 04:43:57.167952,media/stable_numbers/og_screenshots/loop_0000477.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000478pr.jpg,media/stable_numbers/number_crops/loop_0000478k.jpg,2020-09-13 04:43:57.361243,media/stable_numbers/og_screenshots/loop_0000478.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000479pr.jpg,media/stable_numbers/number_crops/loop_0000479k.jpg,2020-09-13 04:43:57.546132,media/stable_numbers/og_screenshots/loop_0000479.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000480pr.jpg,media/stable_numbers/number_crops/loop_0000480k.jpg,2020-09-13 04:43:57.770689,media/stable_numbers/og_screenshots/loop_0000480.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000481pr.jpg,media/stable_numbers/number_crops/loop_0000481k.jpg,2020-09-13 04:43:57.966166,media/stable_numbers/og_screenshots/loop_0000481.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000482pr.jpg,media/stable_numbers/number_crops/loop_0000482k.jpg,2020-09-13 04:43:58.149042,media/stable_numbers/og_screenshots/loop_0000482.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000483pr.jpg,media/stable_numbers/number_crops/loop_0000483k.jpg,2020-09-13 04:43:58.356581,media/stable_numbers/og_screenshots/loop_0000483.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000484pr.jpg,media/stable_numbers/number_crops/loop_0000484k.jpg,2020-09-13 04:43:58.558483,media/stable_numbers/og_screenshots/loop_0000484.jpg,"(235, 27)",,,,,,
,130.0,i3,,media/stable_numbers/number_crops/loop_0000485pr.jpg,media/stable_numbers/number_crops/loop_0000485k.jpg,2020-09-13 04:43:58.741133,media/stable_numbers/og_screenshots/loop_0000485.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000486pr.jpg,media/stable_numbers/number_crops/loop_0000486k.jpg,2020-09-13 04:43:58.891900,media/stable_numbers/og_screenshots/loop_0000486.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000487pr.jpg,media/stable_numbers/number_crops/loop_0000487k.jpg,2020-09-13 04:43:59.068859,media/stable_numbers/og_screenshots/loop_0000487.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000488pr.jpg,media/stable_numbers/number_crops/loop_0000488k.jpg,2020-09-13 04:43:59.225891,media/stable_numbers/og_screenshots/loop_0000488.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000489pr.jpg,media/stable_numbers/number_crops/loop_0000489k.jpg,2020-09-13 04:43:59.384940,media/stable_numbers/og_screenshots/loop_0000489.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000490pr.jpg,media/stable_numbers/number_crops/loop_0000490k.jpg,2020-09-13 04:43:59.535051,media/stable_numbers/og_screenshots/loop_0000490.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000491pr.jpg,media/stable_numbers/number_crops/loop_0000491k.jpg,2020-09-13 04:43:59.689180,media/stable_numbers/og_screenshots/loop_0000491.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000492pr.jpg,media/stable_numbers/number_crops/loop_0000492k.jpg,2020-09-13 04:43:59.824966,media/stable_numbers/og_screenshots/loop_0000492.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000493pr.jpg,media/stable_numbers/number_crops/loop_0000493k.jpg,2020-09-13 04:43:59.968307,media/stable_numbers/og_screenshots/loop_0000493.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000494pr.jpg,media/stable_numbers/number_crops/loop_0000494k.jpg,2020-09-13 04:44:00.101950,media/stable_numbers/og_screenshots/loop_0000494.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000495pr.jpg,media/stable_numbers/number_crops/loop_0000495k.jpg,2020-09-13 04:44:00.232739,media/stable_numbers/og_screenshots/loop_0000495.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000496pr.jpg,media/stable_numbers/number_crops/loop_0000496k.jpg,2020-09-13 04:44:00.406867,media/stable_numbers/og_screenshots/loop_0000496.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000497pr.jpg,media/stable_numbers/number_crops/loop_0000497k.jpg,2020-09-13 04:44:00.553583,media/stable_numbers/og_screenshots/loop_0000497.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000498pr.jpg,media/stable_numbers/number_crops/loop_0000498k.jpg,2020-09-13 04:44:00.750609,media/stable_numbers/og_screenshots/loop_0000498.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000499pr.jpg,media/stable_numbers/number_crops/loop_0000499k.jpg,2020-09-13 04:44:00.929066,media/stable_numbers/og_screenshots/loop_0000499.jpg,"(235, 26)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000500pr.jpg,media/stable_numbers/number_crops/loop_0000500k.jpg,2020-09-13 04:44:01.090916,media/stable_numbers/og_screenshots/loop_0000500.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000501pr.jpg,media/stable_numbers/number_crops/loop_0000501k.jpg,2020-09-13 04:44:01.253477,media/stable_numbers/og_screenshots/loop_0000501.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000502pr.jpg,media/stable_numbers/number_crops/loop_0000502k.jpg,2020-09-13 04:44:01.410533,media/stable_numbers/og_screenshots/loop_0000502.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000503pr.jpg,media/stable_numbers/number_crops/loop_0000503k.jpg,2020-09-13 04:44:01.570553,media/stable_numbers/og_screenshots/loop_0000503.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000504pr.jpg,media/stable_numbers/number_crops/loop_0000504k.jpg,2020-09-13 04:44:01.740659,media/stable_numbers/og_screenshots/loop_0000504.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000505pr.jpg,media/stable_numbers/number_crops/loop_0000505k.jpg,2020-09-13 04:44:01.936441,media/stable_numbers/og_screenshots/loop_0000505.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000506pr.jpg,media/stable_numbers/number_crops/loop_0000506k.jpg,2020-09-13 04:44:02.112802,media/stable_numbers/og_screenshots/loop_0000506.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000507pr.jpg,media/stable_numbers/number_crops/loop_0000507k.jpg,2020-09-13 04:44:02.285892,media/stable_numbers/og_screenshots/loop_0000507.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000508pr.jpg,media/stable_numbers/number_crops/loop_0000508k.jpg,2020-09-13 04:44:02.469831,media/stable_numbers/og_screenshots/loop_0000508.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000509pr.jpg,media/stable_numbers/number_crops/loop_0000509k.jpg,2020-09-13 04:44:02.637692,media/stable_numbers/og_screenshots/loop_0000509.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000510pr.jpg,media/stable_numbers/number_crops/loop_0000510k.jpg,2020-09-13 04:44:02.823259,media/stable_numbers/og_screenshots/loop_0000510.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000511pr.jpg,media/stable_numbers/number_crops/loop_0000511k.jpg,2020-09-13 04:44:03.011181,media/stable_numbers/og_screenshots/loop_0000511.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000512pr.jpg,media/stable_numbers/number_crops/loop_0000512k.jpg,2020-09-13 04:44:03.261538,media/stable_numbers/og_screenshots/loop_0000512.jpg,"(236, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000513pr.jpg,media/stable_numbers/number_crops/loop_0000513k.jpg,2020-09-13 04:44:03.434589,media/stable_numbers/og_screenshots/loop_0000513.jpg,"(235, 27)",,,,,,
,130.0,3.0,,media/stable_numbers/number_crops/loop_0000514pr.jpg,media/stable_numbers/number_crops/loop_0000514k.jpg,2020-09-13 04:44:03.654999,media/stable_numbers/og_screenshots/loop_0000514.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000515pr.jpg,media/stable_numbers/number_crops/loop_0000515k.jpg,2020-09-13 04:44:03.838507,media/stable_numbers/og_screenshots/loop_0000515.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000516pr.jpg,media/stable_numbers/number_crops/loop_0000516k.jpg,2020-09-13 04:44:04.023025,media/stable_numbers/og_screenshots/loop_0000516.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000517pr.jpg,media/stable_numbers/number_crops/loop_0000517k.jpg,2020-09-13 04:44:04.222047,media/stable_numbers/og_screenshots/loop_0000517.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000518pr.jpg,media/stable_numbers/number_crops/loop_0000518k.jpg,2020-09-13 04:44:04.429620,media/stable_numbers/og_screenshots/loop_0000518.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000519pr.jpg,media/stable_numbers/number_crops/loop_0000519k.jpg,2020-09-13 04:44:04.642621,media/stable_numbers/og_screenshots/loop_0000519.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000520pr.jpg,media/stable_numbers/number_crops/loop_0000520k.jpg,2020-09-13 04:44:04.791906,media/stable_numbers/og_screenshots/loop_0000520.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000521pr.jpg,media/stable_numbers/number_crops/loop_0000521k.jpg,2020-09-13 04:44:04.955092,media/stable_numbers/og_screenshots/loop_0000521.jpg,"(235, 27)",,,,,,
,129.0,3.0,,media/stable_numbers/number_crops/loop_0000522pr.jpg,media/stable_numbers/number_crops/loop_0000522k.jpg,2020-09-13 04:44:05.109862,media/stable_numbers/og_screenshots/loop_0000522.jpg,"(235, 26)",,,,,,
,128,3,,media/stable_numbers/number_crops/loop_0000523pr.jpg,media/stable_numbers/number_crops/loop_0000523k.jpg,2020-09-13 04:44:05.278724,media/stable_numbers/og_screenshots/loop_0000523.jpg,"(178, 24)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000524pr.jpg,media/stable_numbers/number_crops/loop_0000524k.jpg,2020-09-13 04:44:05.445520,media/stable_numbers/og_screenshots/loop_0000524.jpg,"(235, 26)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000525pr.jpg,media/stable_numbers/number_crops/loop_0000525k.jpg,2020-09-13 04:44:05.637998,media/stable_numbers/og_screenshots/loop_0000525.jpg,"(235, 26)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000526pr.jpg,media/stable_numbers/number_crops/loop_0000526k.jpg,2020-09-13 04:44:05.837468,media/stable_numbers/og_screenshots/loop_0000526.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000527pr.jpg,media/stable_numbers/number_crops/loop_0000527k.jpg,2020-09-13 04:44:06.006017,media/stable_numbers/og_screenshots/loop_0000527.jpg,"(235, 26)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000528pr.jpg,media/stable_numbers/number_crops/loop_0000528k.jpg,2020-09-13 04:44:06.236400,media/stable_numbers/og_screenshots/loop_0000528.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000529pr.jpg,media/stable_numbers/number_crops/loop_0000529k.jpg,2020-09-13 04:44:06.425071,media/stable_numbers/og_screenshots/loop_0000529.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000530pr.jpg,media/stable_numbers/number_crops/loop_0000530k.jpg,2020-09-13 04:44:06.604711,media/stable_numbers/og_screenshots/loop_0000530.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000531pr.jpg,media/stable_numbers/number_crops/loop_0000531k.jpg,2020-09-13 04:44:06.772263,media/stable_numbers/og_screenshots/loop_0000531.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000532pr.jpg,media/stable_numbers/number_crops/loop_0000532k.jpg,2020-09-13 04:44:06.937077,media/stable_numbers/og_screenshots/loop_0000532.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000533pr.jpg,media/stable_numbers/number_crops/loop_0000533k.jpg,2020-09-13 04:44:07.157487,media/stable_numbers/og_screenshots/loop_0000533.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000534pr.jpg,media/stable_numbers/number_crops/loop_0000534k.jpg,2020-09-13 04:44:07.368921,media/stable_numbers/og_screenshots/loop_0000534.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000535pr.jpg,media/stable_numbers/number_crops/loop_0000535k.jpg,2020-09-13 04:44:07.542458,media/stable_numbers/og_screenshots/loop_0000535.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000536pr.jpg,media/stable_numbers/number_crops/loop_0000536k.jpg,2020-09-13 04:44:07.726018,media/stable_numbers/og_screenshots/loop_0000536.jpg,"(235, 27)",,,,,,
,128.0,3.0,,media/stable_numbers/number_crops/loop_0000537pr.jpg,media/stable_numbers/number_crops/loop_0000537k.jpg,2020-09-13 04:44:07.936634,media/stable_numbers/og_screenshots/loop_0000537.jpg,"(235, 27)",,,,,,
,127.0,3.0,,media/stable_numbers/number_crops/loop_0000538pr.jpg,media/stable_numbers/number_crops/loop_0000538k.jpg,2020-09-13 04:44:08.145913,media/stable_numbers/og_screenshots/loop_0000538.jpg,"(235, 27)",,,,,,
,127.0,3.0,,media/stable_numbers/number_crops/loop_0000539pr.jpg,media/stable_numbers/number_crops/loop_0000539k.jpg,2020-09-13 04:44:08.379138,media/stable_numbers/og_screenshots/loop_0000539.jpg,"(235, 27)",,,,,,
,127.0,3.0,,media/stable_numbers/number_crops/loop_0000540pr.jpg,media/stable_numbers/number_crops/loop_0000540k.jpg,2020-09-13 04:44:08.550338,media/stable_numbers/og_screenshots/loop_0000540.jpg,"(235, 27)",,,,,,
,127.0,3.0,,media/stable_numbers/number_crops/loop_0000541pr.jpg,media/stable_numbers/number_crops/loop_0000541k.jpg,2020-09-13 04:44:08.739229,media/stable_numbers/og_screenshots/loop_0000541.jpg,"(235, 27)",,,,,,
,127.0,3.0,,media/stable_numbers/number_crops/loop_0000542pr.jpg,media/stable_numbers/number_crops/loop_0000542k.jpg,2020-09-13 04:44:08.936364,media/stable_numbers/og_screenshots/loop_0000542.jpg,"(235, 27)",,,,,,
,127.0,3.0,,media/stable_numbers/number_crops/loop_0000543pr.jpg,media/stable_numbers/number_crops/loop_0000543k.jpg,2020-09-13 04:44:09.168048,media/stable_numbers/og_screenshots/loop_0000543.jpg,"(235, 26)",,,,,,
,126.0,3.0,,media/stable_numbers/number_crops/loop_0000544pr.jpg,media/stable_numbers/number_crops/loop_0000544k.jpg,2020-09-13 04:44:09.318533,media/stable_numbers/og_screenshots/loop_0000544.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000545pr.jpg,media/stable_numbers/number_crops/loop_0000545k.jpg,2020-09-13 04:44:09.506187,media/stable_numbers/og_screenshots/loop_0000545.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000546pr.jpg,media/stable_numbers/number_crops/loop_0000546k.jpg,2020-09-13 04:44:09.691918,media/stable_numbers/og_screenshots/loop_0000546.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000547pr.jpg,media/stable_numbers/number_crops/loop_0000547k.jpg,2020-09-13 04:44:09.864853,media/stable_numbers/og_screenshots/loop_0000547.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000548pr.jpg,media/stable_numbers/number_crops/loop_0000548k.jpg,2020-09-13 04:44:10.079312,media/stable_numbers/og_screenshots/loop_0000548.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000549pr.jpg,media/stable_numbers/number_crops/loop_0000549k.jpg,2020-09-13 04:44:10.320127,media/stable_numbers/og_screenshots/loop_0000549.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000550pr.jpg,media/stable_numbers/number_crops/loop_0000550k.jpg,2020-09-13 04:44:10.495204,media/stable_numbers/og_screenshots/loop_0000550.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000551pr.jpg,media/stable_numbers/number_crops/loop_0000551k.jpg,2020-09-13 04:44:10.743540,media/stable_numbers/og_screenshots/loop_0000551.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000552pr.jpg,media/stable_numbers/number_crops/loop_0000552k.jpg,2020-09-13 04:44:10.937353,media/stable_numbers/og_screenshots/loop_0000552.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000553pr.jpg,media/stable_numbers/number_crops/loop_0000553k.jpg,2020-09-13 04:44:11.112865,media/stable_numbers/og_screenshots/loop_0000553.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000554pr.jpg,media/stable_numbers/number_crops/loop_0000554k.jpg,2020-09-13 04:44:11.302358,media/stable_numbers/og_screenshots/loop_0000554.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000555pr.jpg,media/stable_numbers/number_crops/loop_0000555k.jpg,2020-09-13 04:44:11.498089,media/stable_numbers/og_screenshots/loop_0000555.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000556pr.jpg,media/stable_numbers/number_crops/loop_0000556k.jpg,2020-09-13 04:44:11.655885,media/stable_numbers/og_screenshots/loop_0000556.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000557pr.jpg,media/stable_numbers/number_crops/loop_0000557k.jpg,2020-09-13 04:44:11.793698,media/stable_numbers/og_screenshots/loop_0000557.jpg,"(235, 27)",,,,,,
,n,n,,media/stable_numbers/number_crops/loop_0000558pr.jpg,media/stable_numbers/number_crops/loop_0000558k.jpg,2020-09-13 04:44:11.936793,media/stable_numbers/og_screenshots/loop_0000558.jpg,"(235, 27)",,,,,,
,126.0,3.0,,media/stable_numbers/number_crops/loop_0000559pr.jpg,media/stable_numbers/number_crops/loop_0000559k.jpg,2020-09-13 04:44:12.079374,media/stable_numbers/og_screenshots/loop_0000559.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000560pr.jpg,media/stable_numbers/number_crops/loop_0000560k.jpg,2020-09-13 04:44:12.280228,media/stable_numbers/og_screenshots/loop_0000560.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000561pr.jpg,media/stable_numbers/number_crops/loop_0000561k.jpg,2020-09-13 04:44:12.478023,media/stable_numbers/og_screenshots/loop_0000561.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000562pr.jpg,media/stable_numbers/number_crops/loop_0000562k.jpg,2020-09-13 04:44:12.710913,media/stable_numbers/og_screenshots/loop_0000562.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000563pr.jpg,media/stable_numbers/number_crops/loop_0000563k.jpg,2020-09-13 04:44:12.894797,media/stable_numbers/og_screenshots/loop_0000563.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000564pr.jpg,media/stable_numbers/number_crops/loop_0000564k.jpg,2020-09-13 04:44:13.100288,media/stable_numbers/og_screenshots/loop_0000564.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000565pr.jpg,media/stable_numbers/number_crops/loop_0000565k.jpg,2020-09-13 04:44:13.376653,media/stable_numbers/og_screenshots/loop_0000565.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000566pr.jpg,media/stable_numbers/number_crops/loop_0000566k.jpg,2020-09-13 04:44:13.674913,media/stable_numbers/og_screenshots/loop_0000566.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000567pr.jpg,media/stable_numbers/number_crops/loop_0000567k.jpg,2020-09-13 04:44:13.897019,media/stable_numbers/og_screenshots/loop_0000567.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000568pr.jpg,media/stable_numbers/number_crops/loop_0000568k.jpg,2020-09-13 04:44:14.100036,media/stable_numbers/og_screenshots/loop_0000568.jpg,"(235, 27)",,,,,,
,125.0,3.0,,media/stable_numbers/number_crops/loop_0000569pr.jpg,media/stable_numbers/number_crops/loop_0000569k.jpg,2020-09-13 04:44:14.373499,media/stable_numbers/og_screenshots/loop_0000569.jpg,"(235, 27)",,,,,,
